dataset,num_components,train_size,test_size,vector_size,g_mean,kappa
DJ30-D1.arff,10,100,200,3,0.987313030035465,0.976713598847797
DJ30-D1.arff,10,100,200,4,0.982399568484355,0.96988662376777
DJ30-D1.arff,10,100,200,5,0.984574397777779,0.972983750014141
DJ30-D1.arff,10,100,200,6,0.985592441570016,0.973853750476543
GAS-D1.arff,10,20,50,2,0.796900350437337,0.807841265558241
GAS-D1.arff,10,20,50,3,0.80347882684503,0.84249810874323
GAS-D1.arff,10,20,50,4,0.798587137761062,0.846555739294189
GAS-D1.arff,10,20,50,5,0.816106411678071,0.855378398224785
GAS-D1.arff,10,20,50,6,0.805832106792937,0.839686261810475
GAS-D1.arff,10,20,100,2,0.794825717900454,0.830581137911726
GAS-D1.arff,10,20,100,3,0.799458822852316,0.830188413311106
GAS-D1.arff,10,20,100,4,0.812683899785162,0.849193412272355
GAS-D1.arff,10,20,100,5,0.816987982198781,0.857466892760725
GAS-D1.arff,10,20,100,6,0.79731698151847,0.831742656396119
GAS-D1.arff,10,20,200,2,0.807334612804572,0.810383309456108
GAS-D1.arff,10,20,200,3,0.805453720064594,0.842350582532166
GAS-D1.arff,10,20,200,4,0.807853211112915,0.843966653764753
GAS-D1.arff,10,20,200,5,0.814623321106163,0.816969731273715
GAS-D1.arff,10,20,200,6,0.804264855747568,0.83290047306519
GAS-D1.arff,10,50,50,2,0.802821189916576,0.823466940212474
GAS-D1.arff,10,50,50,3,0.790003332093095,0.823586141582022
GAS-D1.arff,10,50,50,4,0.808376181537446,0.802933603037667
GAS-D1.arff,10,50,50,5,0.808556776269685,0.846192275900919
GAS-D1.arff,10,50,50,6,0.79962020034804,0.818238418170917
GAS-D1.arff,10,50,100,2,0.805709247681694,0.834978523373443
GAS-D1.arff,10,50,100,3,0.811411466102847,0.844329223701086
GAS-D1.arff,10,50,100,4,0.811897724606483,0.84119613151549
GAS-D1.arff,10,50,100,5,0.797197144417271,0.801646861674055
GAS-D1.arff,10,50,100,6,0.812266942577896,0.813545895526575
GAS-D1.arff,10,50,200,2,0.808002385572929,0.843016127003633
GAS-D1.arff,10,50,200,3,0.802292157586903,0.836745365282121
GAS-D1.arff,10,50,200,4,0.797911180827675,0.826558912684536
GAS-D1.arff,10,50,200,5,0.808380738283631,0.842700158675615
GAS-D1.arff,10,50,200,6,0.803921103359761,0.828911226949862
GAS-D1.arff,10,100,50,2,0.801464698372681,0.822274122136565
GAS-D1.arff,10,100,50,3,0.810551947670873,0.842800991731737
GAS-D1.arff,10,100,50,4,0.817905750111745,0.844273694004492
GAS-D1.arff,10,100,50,5,0.808561271180497,0.847374984072382
GAS-D1.arff,10,100,50,6,0.806193010859334,0.833290342274176
GAS-D1.arff,10,100,100,2,0.808357836931149,0.843847724881813
GAS-D1.arff,10,100,100,3,0.812536024265738,0.842910490099317
GAS-D1.arff,10,100,100,4,0.813164955605346,0.842234007062504
GAS-D1.arff,10,100,100,5,0.802374463224184,0.873706379777851
GAS-D1.arff,10,100,100,6,0.802618425434357,0.827177245635675
GAS-D1.arff,10,100,200,2,0.813344589264842,0.844265487381863
GAS-D1.arff,10,100,200,3,0.815911297216509,0.849586448728679
GAS-D1.arff,10,100,200,4,0.819894597530087,0.856004654901307
GAS-D1.arff,10,100,200,5,0.81125238657077,0.8286784896607
GAS-D1.arff,10,100,200,6,0.809594738750118,0.845847009865571
TAGS-D1.arff,10,20,50,2,0.701267440562743,0.46855984562291
TAGS-D1.arff,10,20,50,3,0.706175915030733,0.470848331946261
TAGS-D1.arff,10,20,50,4,0.702732788573569,0.466112879876004
TAGS-D1.arff,10,20,50,5,0.705000262633356,0.471512327476794
TAGS-D1.arff,10,20,50,6,0.70380865609624,0.469684541083274
TAGS-D1.arff,10,20,100,2,0.69807366552906,0.459873135619497
TAGS-D1.arff,10,20,100,3,0.696522288776197,0.460720849427182
TAGS-D1.arff,10,20,100,4,0.697397626755151,0.46174749316101
TAGS-D1.arff,10,20,100,5,0.697094560117117,0.460022061240835
TAGS-D1.arff,10,20,100,6,0.697862679222274,0.461065991330731
TAGS-D1.arff,10,20,200,2,0.693916878427179,0.454807620947539
TAGS-D1.arff,10,20,200,3,0.691129063062214,0.449837003642357
TAGS-D1.arff,10,20,200,4,0.691747404691527,0.451322776926167
TAGS-D1.arff,10,20,200,5,0.688845221592903,0.451999729184516
TAGS-D1.arff,10,20,200,6,0.686725566633787,0.449702086749892
TAGS-D1.arff,10,50,50,2,0.7091823057515,0.440606984849665
TAGS-D1.arff,10,50,50,3,0.708560605664885,0.437714269372796
TAGS-D1.arff,10,50,50,4,0.711004161710713,0.442915418822961
TAGS-D1.arff,10,50,50,5,0.70754959281021,0.439273474778924
TAGS-D1.arff,10,50,50,6,0.715585145369601,0.443974009373979
TAGS-D1.arff,10,50,100,2,0.702478897251876,0.431517065574283
TAGS-D1.arff,10,50,100,3,0.702285733224017,0.430392036522036
TAGS-D1.arff,10,50,100,4,0.701305230919232,0.429053907054966
TAGS-D1.arff,10,50,100,5,0.702353000194462,0.431641548072401
TAGS-D1.arff,10,50,100,6,0.701015093744082,0.428696150932482
TAGS-D1.arff,10,50,200,2,0.691321162001858,0.417339097898595
TAGS-D1.arff,10,50,200,3,0.689003677428454,0.416394097076681
TAGS-D1.arff,10,50,200,4,0.688175432682058,0.415247645542738
TAGS-D1.arff,10,50,200,5,0.688501299447586,0.414421880921544
TAGS-D1.arff,10,50,200,6,0.690996401762944,0.417643598912797
TAGS-D1.arff,10,100,50,2,0.705808802222068,0.408471040426861
TAGS-D1.arff,10,100,50,3,0.708953840144376,0.408875872800587
TAGS-D1.arff,10,100,50,4,0.709374991990128,0.413972648401858
TAGS-D1.arff,10,100,50,5,0.710288651531247,0.412729922654401
TAGS-D1.arff,10,100,50,6,0.712964607617663,0.41574861484904
TAGS-D1.arff,10,100,100,2,0.703609088977418,0.405902246259932
TAGS-D1.arff,10,100,100,3,0.70368258009699,0.404643151280693
TAGS-D1.arff,10,100,100,4,0.699256901032327,0.399961417801626
TAGS-D1.arff,10,100,100,5,0.70256103299571,0.405397259480772
TAGS-D1.arff,10,100,100,6,0.701251397297665,0.402815608725168
TAGS-D1.arff,10,100,200,2,0.693690609688825,0.395071282607327
TAGS-D1.arff,10,100,200,3,0.690696238261181,0.390415571997881
TAGS-D1.arff,10,100,200,4,0.693997384747862,0.396116745007875
TAGS-D1.arff,10,100,200,5,0.690170510984603,0.389411964836383
TAGS-D1.arff,10,100,200,6,0.693328916546489,0.394326268731584
ACTIVITY-D1.arff,5,20,50,2,0.863655360980954,0.746820658338296
DJ30-D1.arff,5,20,50,2,0.992669633209324,0.986363516259161
GAS-D1.arff,5,20,50,2,0.810408307042157,0.842745220410594
TAGS-D1.arff,5,20,50,2,0.707854816565533,0.45554187527176
ACTIVITY-D1.arff,5,20,50,3,0.84628866294376,0.742000334161496
DJ30-D1.arff,5,20,50,3,0.991481080509506,0.984142354051196
GAS-D1.arff,5,20,50,3,0.785042161185024,0.7477797341171
TAGS-D1.arff,5,20,50,3,0.711700232446954,0.461450080423252
ACTIVITY-D1.arff,5,20,50,4,0.865062662455774,0.754439571040372
DJ30-D1.arff,5,20,50,4,0.991433501715209,0.983724578241896
GAS-D1.arff,5,20,50,4,0.8063354053834,0.845327588258567
TAGS-D1.arff,5,20,50,4,0.707899815770549,0.459550410734111
ACTIVITY-D1.arff,5,20,50,5,0.875475166911955,0.75822188562046
DJ30-D1.arff,5,20,50,5,0.992621573263058,0.985842653586021
GAS-D1.arff,5,20,50,5,0.806926162700539,0.83607226090223
TAGS-D1.arff,5,20,50,5,0.708157181261796,0.458484129318683
ACTIVITY-D1.arff,5,20,50,6,0.845054643153217,0.748043763694159
DJ30-D1.arff,5,20,50,6,0.992743267844995,0.9864565972343
GAS-D1.arff,5,20,50,6,0.801296409018033,0.806996121424524
TAGS-D1.arff,5,20,50,6,0.707405076811905,0.459150025514773
ACTIVITY-D1.arff,5,20,100,2,0.866617149357409,0.752318037193773
DJ30-D1.arff,5,20,100,2,0.992078306261606,0.985515747985879
GAS-D1.arff,5,20,100,2,0.804645974310891,0.78943655263703
TAGS-D1.arff,5,20,100,2,0.714513054571045,0.46189258670103
ACTIVITY-D1.arff,5,20,100,3,0.859907426825941,0.745610714428826
DJ30-D1.arff,5,20,100,3,0.991853260775628,0.984818770142478
GAS-D1.arff,5,20,100,3,0.8064552188241,0.807704990032737
TAGS-D1.arff,5,20,100,3,0.698485212546944,0.450682832407338
ACTIVITY-D1.arff,5,20,100,4,0.879543455341802,0.761649359653178
DJ30-D1.arff,5,20,100,4,0.991692051579102,0.98459134806978
GAS-D1.arff,5,20,100,4,0.805165900349202,0.858226226108877
TAGS-D1.arff,5,20,100,4,0.70262229395802,0.452450165808346
ACTIVITY-D1.arff,5,20,100,5,0.882144319625925,0.770812924667238
DJ30-D1.arff,5,20,100,5,0.991783417119705,0.984887775821074
GAS-D1.arff,5,20,100,5,0.800536670951453,0.802763906727437
TAGS-D1.arff,5,20,100,5,0.702712149413623,0.455787683178575
ACTIVITY-D1.arff,5,20,100,6,0.889481365836811,0.779830712979292
DJ30-D1.arff,5,20,100,6,0.991757762062251,0.984170414866786
GAS-D1.arff,5,20,100,6,0.808356274858443,0.83478406434757
TAGS-D1.arff,5,20,100,6,0.702674395292317,0.4537831826907
ACTIVITY-D1.arff,5,20,200,2,0.835610917914331,0.729023327641612
DJ30-D1.arff,5,20,200,2,0.9912531567622,0.983313955761236
GAS-D1.arff,5,20,200,2,0.791065161885393,0.789537762419291
TAGS-D1.arff,5,20,200,2,0.696897207366999,0.444760871968926
ACTIVITY-D1.arff,5,20,200,3,0.858730796680407,0.740134886727343
DJ30-D1.arff,5,20,200,3,0.990525374635657,0.982127030660575
GAS-D1.arff,5,20,200,3,0.809665891053722,0.835817211891909
TAGS-D1.arff,5,20,200,3,0.696404251475719,0.447440704643851
ACTIVITY-D1.arff,5,20,200,4,0.882114290825825,0.758504685237742
DJ30-D1.arff,5,20,200,4,0.991136242100806,0.983661204505033
GAS-D1.arff,5,20,200,4,0.797492607532424,0.830512402026129
TAGS-D1.arff,5,20,200,4,0.699504006729507,0.452307130564994
ACTIVITY-D1.arff,5,20,200,5,0.878065330267604,0.770977812265796
DJ30-D1.arff,5,20,200,5,0.991252773073719,0.984145042000054
GAS-D1.arff,5,20,200,5,0.803722943410491,0.84192583451507
TAGS-D1.arff,5,20,200,5,0.704283411270156,0.451294276457896
ACTIVITY-D1.arff,5,20,200,6,0.875943441356088,0.748765357367914
DJ30-D1.arff,5,20,200,6,0.989841344456395,0.981798503384121
GAS-D1.arff,5,20,200,6,0.806033104206824,0.794953201554614
TAGS-D1.arff,5,20,200,6,0.696640938006837,0.444975902468241
ACTIVITY-D1.arff,5,50,50,2,0.869945699067695,0.747135104387089
DJ30-D1.arff,5,50,50,2,0.990074740340997,0.981074553475646
GAS-D1.arff,5,50,50,2,0.800615191684086,0.795678018615409
TAGS-D1.arff,5,50,50,2,0.712932429021027,0.429139801360908
ACTIVITY-D1.arff,5,50,50,3,0.882240721007738,0.757948253487589
DJ30-D1.arff,5,50,50,3,0.991184974292911,0.983074829350916
GAS-D1.arff,5,50,50,3,0.805830404172287,0.827455489718843
TAGS-D1.arff,5,50,50,3,0.711043542646586,0.426225352529651
ACTIVITY-D1.arff,5,50,50,4,0.873086623145675,0.751963218794544
DJ30-D1.arff,5,50,50,4,0.990827457157019,0.982847032650576
GAS-D1.arff,5,50,50,4,0.802761798920851,0.825428984642935
TAGS-D1.arff,5,50,50,4,0.709020083197628,0.425601373653165
ACTIVITY-D1.arff,5,50,50,5,0.871188410150422,0.747528217238916
DJ30-D1.arff,5,50,50,5,0.990601984773457,0.982251732058697
GAS-D1.arff,5,50,50,5,0.802965679245596,0.785498851933443
TAGS-D1.arff,5,50,50,5,0.708815673311379,0.42797514454361
ACTIVITY-D1.arff,5,50,50,6,0.887398504906916,0.77032408366823
DJ30-D1.arff,5,50,50,6,0.989713092420078,0.980826973421671
GAS-D1.arff,5,50,50,6,0.811093826097979,0.824756107528223
TAGS-D1.arff,5,50,50,6,0.711860925944737,0.42876136009301
ACTIVITY-D1.arff,5,50,100,2,0.875812091923171,0.755856954026406
DJ30-D1.arff,5,50,100,2,0.991815654226068,0.983834738652371
GAS-D1.arff,5,50,100,2,0.808597146921452,0.839562269012378
TAGS-D1.arff,5,50,100,2,0.703929764661362,0.418755725754171
ACTIVITY-D1.arff,5,50,100,3,0.886482388021647,0.757843264530972
DJ30-D1.arff,5,50,100,3,0.99031178805999,0.98182935293598
GAS-D1.arff,5,50,100,3,0.799786837069927,0.79785036760438
TAGS-D1.arff,5,50,100,3,0.701569581027498,0.416841811168939
ACTIVITY-D1.arff,5,50,100,4,0.881038804634214,0.760015487701083
DJ30-D1.arff,5,50,100,4,0.986768079500446,0.976650226099269
GAS-D1.arff,5,50,100,4,0.790830889904079,0.807256952029282
TAGS-D1.arff,5,50,100,4,0.70032601057817,0.415851634517787
ACTIVITY-D1.arff,5,50,100,5,0.877475481698061,0.758886652842624
DJ30-D1.arff,5,50,100,5,0.990366757207513,0.981975177549437
GAS-D1.arff,5,50,100,5,0.810955104426765,0.839293188997389
TAGS-D1.arff,5,50,100,5,0.701780314125581,0.422468343364355
ACTIVITY-D1.arff,5,50,100,6,0.873873336714103,0.756819787881595
DJ30-D1.arff,5,50,100,6,0.990533658792435,0.982489755054727
GAS-D1.arff,5,50,100,6,0.809957991194858,0.804294009639296
TAGS-D1.arff,5,50,100,6,0.707096064468338,0.423987677115982
ACTIVITY-D1.arff,5,50,200,2,0.891723358444488,0.7593904365627
DJ30-D1.arff,5,50,200,2,0.989372250662576,0.979285317561669
GAS-D1.arff,5,50,200,2,0.815726385899597,0.842172724237359
TAGS-D1.arff,5,50,200,2,0.691430471412094,0.406973066317249
ACTIVITY-D1.arff,5,50,200,3,0.874181995807483,0.749888343987208
DJ30-D1.arff,5,50,200,3,0.985104170409953,0.974530466352223
GAS-D1.arff,5,50,200,3,0.796842957026492,0.810397817760308
TAGS-D1.arff,5,50,200,3,0.694994716255114,0.407801282406296
ACTIVITY-D1.arff,5,50,200,4,0.875535662412542,0.753342123597069
DJ30-D1.arff,5,50,200,4,0.988895442954939,0.979253803841762
GAS-D1.arff,5,50,200,4,0.802948615180925,0.819754336870584
TAGS-D1.arff,5,50,200,4,0.693935926879798,0.410989788040717
ACTIVITY-D1.arff,5,50,200,5,0.881250574859345,0.761964073564306
DJ30-D1.arff,5,50,200,5,0.988416940788324,0.979012951333056
GAS-D1.arff,5,50,200,5,0.809168021687593,0.821691358931598
TAGS-D1.arff,5,50,200,5,0.698374150756646,0.411271411622638
ACTIVITY-D1.arff,5,50,200,6,0.863940861280288,0.739680163761318
DJ30-D1.arff,5,50,200,6,0.988683832053596,0.978833816899291
GAS-D1.arff,5,50,200,6,0.815725767069831,0.835960524877341
TAGS-D1.arff,5,50,200,6,0.687475923237819,0.404161797044697
ACTIVITY-D1.arff,5,100,50,2,0.865085958513441,0.745093497560021
DJ30-D1.arff,5,100,50,2,0.987366689777721,0.975937753171376
GAS-D1.arff,5,100,50,2,0.79470785254056,0.779757024970241
TAGS-D1.arff,5,100,50,2,0.709405147712964,0.398729872767195
ACTIVITY-D1.arff,5,100,50,3,0.881285565772914,0.749816790753202
DJ30-D1.arff,5,100,50,3,0.987337700810523,0.975840396291203
GAS-D1.arff,5,100,50,3,0.809985448077518,0.799724815516666
TAGS-D1.arff,5,100,50,3,0.706153413540169,0.396602558907946
ACTIVITY-D1.arff,5,100,50,4,0.875495262194395,0.748901585892958
DJ30-D1.arff,5,100,50,4,0.988748003183407,0.977198725059933
GAS-D1.arff,5,100,50,4,0.807193944305112,0.828648716044516
TAGS-D1.arff,5,100,50,4,0.703932028341516,0.400526170803168
ACTIVITY-D1.arff,5,100,50,5,0.88528692149731,0.764104461601342
DJ30-D1.arff,5,100,50,5,0.989253366768889,0.977948522261587
GAS-D1.arff,5,100,50,5,0.816265557961848,0.840699923345212
TAGS-D1.arff,5,100,50,5,0.706276828752317,0.397226154458465
ACTIVITY-D1.arff,5,100,50,6,0.883597104955211,0.752800038676367
DJ30-D1.arff,5,100,50,6,0.988844957781319,0.97757128847215
GAS-D1.arff,5,100,50,6,0.809487536072014,0.830565458364918
TAGS-D1.arff,5,100,50,6,0.708052758400453,0.401211009183865
ACTIVITY-D1.arff,5,100,100,2,0.882639908305015,0.75922707022678
DJ30-D1.arff,5,100,100,2,0.989748240323353,0.979227921192043
GAS-D1.arff,5,100,100,2,0.81525188242766,0.84628219921272
TAGS-D1.arff,5,100,100,2,0.698759878971587,0.393013941256759
ACTIVITY-D1.arff,5,100,100,3,0.887926559888644,0.769196833468428
DJ30-D1.arff,5,100,100,3,0.987396489176729,0.977117007678952
GAS-D1.arff,5,100,100,3,0.806841975123313,0.824028082989085
TAGS-D1.arff,5,100,100,3,0.70256716295552,0.3926434174345
ACTIVITY-D1.arff,5,100,100,4,0.88046810712567,0.757661899989532
DJ30-D1.arff,5,100,100,4,0.989237797361444,0.978874375501944
GAS-D1.arff,5,100,100,4,0.804053848138719,0.823050064279762
TAGS-D1.arff,5,100,100,4,0.699272462647038,0.388707123571663
ACTIVITY-D1.arff,5,100,100,5,0.877808296046177,0.76210259128431
DJ30-D1.arff,5,100,100,5,0.987130461494781,0.976234579481947
GAS-D1.arff,5,100,100,5,0.798781486401202,0.80756262564177
TAGS-D1.arff,5,100,100,5,0.703540247784944,0.393308458490189
ACTIVITY-D1.arff,5,100,100,6,0.873305459371471,0.758016372468776
DJ30-D1.arff,5,100,100,6,0.989356467849807,0.978603848848131
GAS-D1.arff,5,100,100,6,0.797414374656918,0.821049606605961
TAGS-D1.arff,5,100,100,6,0.702166529039928,0.395442492170772
ACTIVITY-D1.arff,5,100,200,2,0.86317631882852,0.735557660935177
DJ30-D1.arff,5,100,200,2,0.988628434017292,0.977750738375318
GAS-D1.arff,5,100,200,2,0.806779420283165,0.814140932724647
TAGS-D1.arff,5,100,200,2,0.695029985985469,0.384453149948841
ACTIVITY-D1.arff,5,100,200,3,0.872545550305814,0.753303520203889
DJ30-D1.arff,5,100,200,3,0.988181600256605,0.97776425151099
GAS-D1.arff,5,100,200,3,0.807760690410943,0.791457556423979
TAGS-D1.arff,5,100,200,3,0.69154207552119,0.381279494648602
ACTIVITY-D1.arff,5,100,200,4,0.882319629458083,0.760872274874225
DJ30-D1.arff,5,100,200,4,0.986999285016371,0.975810863585026
GAS-D1.arff,5,100,200,4,0.806893703479008,0.779227679212967
TAGS-D1.arff,5,100,200,4,0.695147715077061,0.384213153953057
ACTIVITY-D1.arff,5,100,200,5,0.871890360741605,0.743565373610716
DJ30-D1.arff,5,100,200,5,0.989606248729622,0.978663547646051
GAS-D1.arff,5,100,200,5,0.810337329421762,0.798361903103808
TAGS-D1.arff,5,100,200,5,0.691266127137914,0.380583407412682
ACTIVITY-D1.arff,5,100,200,6,0.846480997696951,0.741967187479218
DJ30-D1.arff,5,100,200,6,0.987099283832031,0.975713678913112
GAS-D1.arff,5,100,200,6,0.802214814107484,0.82596496322422
TAGS-D1.arff,5,100,200,6,0.690266785946088,0.378977550926311
